RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1071,15946258,User1070,790,France,Female,46,9,89425.14,1,0,0,123004.7,1
1072,15898384,User1071,511,Spain,Female,38,9,94659.41,2,1,1,107286.5,0
1073,15913644,User1072,754,France,Male,36,0,55469.18,1,1,0,82784.96,1
1074,15639866,User1073,788,France,Female,40,3,108783.55,1,0,1,98352.36,0
1075,15596794,User1074,560,France,Male,45,9,18102.04,2,1,0,5553.0,0
1076,15899574,User1075,535,France,Female,43,0,86764.89,3,1,1,3936.17,0
1077,15876435,User1076,636,France,Female,43,3,178814.51,1,1,0,67336.09,0
1078,15791612,User1077,457,Germany,Female,40,1,188815.97,3,0,1,107603.9,0
1079,15762140,User1078,826,Germany,Female,31,3,82619.47,1,1,0,187859.22,0
1080,15561441,User1079,361,France,Female,36,7,100888.44,1,1,1,120371.43,0
1081,15600209,User1080,517,France,Male,29,1,114332.72,1,1,0,51923.31,1
1082,15520077,User1081,617,France,Female,49,1,58229.65,1,1,0,76735.71,0
1083,15666729,User1082,622,France,Female,18,0,49565.19,3,0,0,38297.61,0
1084,15503240,User1083,669,France,Male,36,0,144897.01,4,1,0,98558.23,0
1085,15893798,User1084,682,Germany,Female,62,7,92628.7,1,1,1,96249.4,0
1086,15971176,User1085,624,Germany,Male,35,1,112511.37,1,1,1,98837.25,0
1087,15655092,User1086,786,France,Male,27,1,202939.02,1,1,1,114053.11,0
1088,15678012,User1087,393,France,Male,38,9,134551.42,3,1,0,152039.43,1
1089,15745004,User1088,649,Germany,Female,51,3,63512.19,1,0,0,134440.36,0
1090,15655939,User1089,564,Germany,Female,37,4,83020.03,1,1,1,43665.05,0
1091,15743438,User1090,665,France,Male,45,2,249083.89,2,1,0,142311.53,1
1092,15840522,User1091,676,France,Male,39,1,47931.88,1,1,0,50674.53,0
1093,15891038,User1092,540,Germany,Female,35,7,96268.78,1,1,1,119543.18,1
1094,15707674,User1093,573,France,Female,70,6,63092.07,3,0,0,105398.49,0
1095,15529187,User1094,745,Germany,Male,39,3,117927.33,2,0,1,183609.26,0
1096,15846780,User1095,691,France,Female,33,3,30075.27,1,0,1,95726.92,0
1097,15873951,User1096,568,France,Male,34,1,158708.32,3,0,1,95985.01,0
1098,15651347,User1097,850,France,Female,42,5,158885.81,1,1,1,87193.63,1
1099,15510787,User1098,850,Germany,Male,43,4,54599.8,1,0,1,143177.51,0
1100,15732909,User1099,474,France,Male,46,9,41097.22,3,1,0,116075.27,1
1101,15865575,User1100,686,Germany,Female,40,3,22527.54,1,1,1,87657.27,0
1102,15930184,User1101,850,France,Male,24,6,64334.44,2,0,0,141910.36,1
1103,15541193,User1102,744,Germany,Female,44,3,32000.09,2,1,1,204619.08,0
1104,15587662,User1103,676,France,Male,35,5,52697.65,1,1,1,181031.56,0
1105,15764087,User1104,625,Germany,Female,36,3,55989.36,4,1,1,174832.46,0
1106,15606520,User1105,585,Germany,Female,24,9,64246.46,1,1,0,74542.86,1
1107,15991783,User1106,624,France,Female,33,4,99551.58,1,1,0,96392.65,1
1108,15576007,User1107,583,Germany,Female,31,5,119296.36,1,1,1,108951.57,0
1109,15587843,User1108,739,France,Male,38,1,0.0,1,1,0,17057.18,0
1110,15552610,User1109,602,France,Female,24,4,72933.78,4,1,1,185784.46,0
1111,15734600,User1110,597,France,Male,39,9,73678.06,2,0,1,30187.97,0
1112,15978734,User1111,505,Germany,Male,40,8,60683.07,1,1,0,120774.5,0
1113,15733655,User1112,644,Germany,Female,27,5,92391.63,2,1,0,40226.79,0
1114,15824230,User1113,542,France,Female,32,9,106564.96,2,1,1,107244.14,0
1115,15982528,User1114,628,Germany,Female,30,1,209453.29,2,1,1,141785.19,0
1116,15527679,User1115,775,France,Female,48,7,97616.82,1,1,0,126802.09,0
1117,15816762,User1116,693,Germany,Male,18,3,97163.81,1,1,1,58788.24,0
1118,15592548,User1117,710,France,Female,35,3,104269.69,2,1,1,69123.01,0
1119,15936268,User1118,692,France,Male,22,9,84787.32,2,0,1,146843.32,0
1120,15749682,User1119,657,France,Female,34,4,119997.71,1,0,1,97977.83,0
1121,15931390,User1120,634,Germany,Female,47,5,29289.28,1,1,1,106893.8,0
1122,15722009,User1121,613,France,Male,32,0,9172.37,1,1,0,147289.76,0
1123,15512868,User1122,741,France,Female,40,2,88973.81,1,1,1,1000.0,0
1124,15916308,User1123,519,Spain,Female,30,2,108400.33,3,1,1,113757.02,0
1125,15753441,User1124,810,Germany,Male,58,6,174075.65,1,1,1,163303.96,0
1126,15515061,User1125,654,France,Male,48,7,4588.64,2,1,0,188965.1,1
1127,15822890,User1126,560,France,Male,50,4,79516.93,2,1,1,134950.29,0
1128,15583576,User1127,591,France,Male,25,4,77760.22,1,1,1,65159.95,0
1129,15564200,User1128,568,France,Female,27,6,139713.25,1,1,0,148810.87,1
1130,15727409,User1129,669,France,Female,49,8,52300.19,1,1,0,193410.48,0
1131,15717837,User1130,563,France,Male,37,7,172910.68,1,0,1,69889.11,0
1132,15572589,User1131,787,France,Male,36,6,79867.42,2,0,0,65816.88,0
1133,15809782,User1132,556,France,Male,42,0,111916.97,4,0,1,93917.97,0
1134,15583722,User1133,377,France,Female,26,5,142542.18,3,1,0,81071.21,0
1135,15780509,User1134,562,France,Female,46,1,1910.42,2,1,1,1004.57,0
1136,15664396,User1135,408,Germany,Male,39,8,87611.35,1,1,1,1000.0,0
1137,15794289,User1136,645,France,Female,43,5,175103.12,1,1,0,36918.09,0
1138,15557666,User1137,777,Germany,Female,32,4,83646.91,2,1,0,70241.88,0
1139,15654568,User1138,727,Germany,Male,44,0,107000.6,1,1,0,122617.88,1
1140,15570672,User1139,489,Germany,Male,31,6,80307.7,2,1,0,75328.61,0
1141,15855894,User1140,558,France,Female,48,5,64199.23,2,0,0,109965.14,0
1142,15510052,User1141,850,Germany,Male,50,4,112602.66,1,1,1,168455.07,0
1143,15835009,User1142,688,France,Male,48,2,199371.31,2,1,1,248386.52,1
1144,15538257,User1143,650,France,Female,44,3,121733.81,1,1,1,144285.5,0
1145,15978616,User1144,776,Germany,Male,45,8,105782.9,1,1,0,53242.33,0
1146,15722768,User1145,850,France,Female,18,7,36240.37,4,1,0,150108.66,0
1147,15746901,User1146,805,France,Male,47,8,132392.03,2,1,1,101077.08,0
1148,15622708,User1147,666,France,Male,36,0,31490.31,2,0,1,118052.66,0
1149,15922449,User1148,692,France,Male,39,2,78656.43,3,0,1,148563.8,0
1150,15866000,User1149,724,Spain,Male,36,9,112403.36,1,1,1,139261.01,0
1151,15730454,User1150,576,France,Male,25,0,98978.85,2,1,0,36695.97,0
1152,15793581,User1151,522,Spain,Female,33,9,91197.72,1,1,1,45149.21,0
1153,15696487,User1152,656,France,Male,45,6,127361.28,1,1,1,114284.23,0
1154,15904432,User1153,536,Spain,Female,53,8,89712.76,1,1,1,135762.74,0
1155,15515730,User1154,642,Germany,Male,32,4,133981.23,1,0,1,204628.84,0
1156,15845985,User1155,661,France,Male,29,4,101809.44,2,1,0,130653.23,1
1157,15931421,User1156,850,Germany,Female,53,2,63600.94,2,1,0,83173.11,0
1158,15926609,User1157,547,Germany,Male,30,4,34994.43,2,0,0,77205.98,0
1159,15779306,User1158,635,Germany,Female,59,8,151244.14,1,1,0,66135.57,1
1160,15610148,User1159,630,Spain,Female,39,4,139132.93,2,1,1,37324.04,0
1161,15638416,User1160,702,France,Female,30,0,178812.03,1,1,0,36941.75,1
1162,15639416,User1161,775,France,Female,48,4,72739.65,1,1,0,73819.17,0
1163,15565666,User1162,591,France,Male,55,0,54647.41,2,1,1,105724.1,0
1164,15865106,User1163,551,France,Female,24,2,86839.87,1,1,1,63213.68,0
1165,15969333,User1164,453,Spain,Male,54,1,79890.81,4,1,1,101618.47,0
1166,15744226,User1165,538,Germany,Female,36,7,163963.28,1,1,0,87140.96,1
1167,15644542,User1166,714,Germany,Male,53,3,156825.89,1,1,1,89684.54,0
1168,15572327,User1167,655,Germany,Male,35,8,82908.56,2,1,1,79534.38,0
1169,15758431,User1168,528,France,Female,23,6,161597.26,2,1,1,115060.58,0
1170,15504557,User1169,605,France,Female,44,5,0.0,1,1,1,101718.98,0
1171,15892134,User1170,653,France,Male,48,2,117509.47,1,1,1,1000.0,0
1172,15603989,User1171,710,France,Male,59,8,61364.03,1,1,1,113868.69,0
1173,15529250,User1172,578,France,Male,56,6,259932.06,1,1,1,106031.43,0
1174,15863365,User1173,619,France,Female,45,2,58754.13,1,1,0,70904.69,0
1175,15533922,User1174,431,France,Male,36,2,180047.77,2,0,1,109156.33,0
1176,15840293,User1175,511,Spain,Male,33,8,48896.27,2,1,1,66749.26,0
1177,15746391,User1176,844,France,Male,36,6,54828.0,1,1,0,106798.52,0
1178,15852492,User1177,387,Germany,Female,30,9,170376.37,1,1,0,57888.13,1
1179,15936913,User1178,609,Germany,Female,36,5,187823.27,1,1,0,134226.09,1
1180,15558409,User1179,676,Germany,Female,18,6,78413.19,2,0,1,117865.34,1
1181,15834243,User1180,605,France,Female,40,7,229697.65,1,0,1,29664.58,0
1182,15773950,User1181,553,France,Male,38,9,100538.71,4,1,0,66470.77,0
1183,15972716,User1182,642,France,Male,64,2,221145.33,1,0,1,135204.2,1
1184,15524517,User1183,649,France,Male,46,7,53619.98,1,1,1,120671.02,1
1185,15980106,User1184,640,Spain,Male,34,4,34011.46,2,1,0,107577.06,0
1186,15944154,User1185,424,France,Male,44,6,95514.25,3,1,0,45167.38,0
1187,15812539,User1186,632,Spain,Female,26,0,63988.0,2,1,1,67372.78,0
1188,15892997,User1187,547,France,Male,32,4,134629.01,2,1,1,108714.84,0
1189,15888921,User1188,584,Germany,Female,20,9,0.0,1,1,1,115208.95,0
1190,15836827,User1189,677,Spain,Male,53,0,134660.9,1,1,1,99933.63,0
1191,15550576,User1190,726,Germany,Male,44,1,61672.59,1,1,0,59963.34,1
1192,15550966,User1191,757,France,Male,27,1,45847.75,2,1,1,89452.31,0
1193,15840437,User1192,590,France,Female,38,8,108911.6,1,0,0,76406.41,0
1194,15676500,User1193,760,Germany,Male,48,8,96512.92,2,1,0,43698.73,1
1195,15970209,User1194,790,Spain,Female,43,5,78286.12,1,0,0,46783.45,1
1196,15684121,User1195,786,Germany,Male,42,1,117814.27,1,1,0,60953.1,0
1197,15945189,User1196,816,Spain,Female,30,9,115162.29,1,1,0,27019.42,0
1198,15523221,User1197,632,France,Male,32,6,101426.24,1,1,0,123569.74,0
1199,15516097,User1198,629,France,Female,39,4,179816.18,1,1,1,138199.5,0
1200,15676312,User1199,749,France,Male,48,1,96382.91,1,0,1,143927.42,0
1201,15848490,User1200,486,France,Female,30,5,95955.36,1,1,0,62392.97,1
1202,15860524,User1201,675,France,Female,27,7,83336.96,2,1,1,63663.14,0
1203,15666577,User1202,586,Spain,Male,50,2,166168.53,1,0,0,112632.97,1
1204,15725943,User1203,605,Spain,Female,29,9,132248.72,2,0,1,77553.12,0
1205,15836755,User1204,441,Spain,Male,49,7,47419.85,1,0,0,85138.21,0
1206,15992435,User1205,543,France,Female,41,6,24302.41,1,0,0,85105.16,1
1207,15675188,User1206,647,Spain,Male,47,5,25892.24,1,1,1,21653.38,0
1208,15831009,User1207,756,Germany,Female,56,0,47663.12,2,1,1,162402.96,0
1209,15904003,User1208,768,France,Female,45,1,91683.7,3,0,1,30138.86,0
1210,15804854,User1209,640,France,Male,46,7,117480.37,2,1,0,23328.53,1
1211,15618505,User1210,627,France,Male,29,0,98383.17,1,0,0,139659.16,0
1212,15602097,User1211,550,France,Male,32,4,124992.78,2,1,1,46692.77,0
1213,15851693,User1212,698,Spain,Female,45,1,110905.63,1,1,1,152611.27,0
1214,15864008,User1213,620,France,Male,54,8,114179.36,3,1,0,116943.52,1
1215,15528511,User1214,722,France,Female,52,8,78024.53,1,1,1,117616.46,0
1216,15801021,User1215,850,France,Male,62,1,98488.71,2,1,1,81605.88,0
1217,15852177,User1216,646,France,Female,42,4,169452.47,1,0,0,31108.39,0
1218,15768257,User1217,470,Germany,Male,41,2,64700.14,2,1,0,42228.68,1
1219,15769735,User1218,546,Spain,Female,49,0,76032.44,2,1,0,105158.09,0
1220,15985623,User1219,475,France,Female,39,9,71518.05,1,1,1,94870.8,0
1221,15741180,User1220,506,France,Female,38,7,115060.2,2,1,0,41180.93,1
1222,15774668,User1221,806,Spain,Female,28,8,79362.32,1,1,0,44420.86,0
1223,15747130,User1222,677,France,Male,48,3,14748.51,1,1,0,57789.41,1
1224,15957966,User1223,467,France,Male,28,9,45710.41,1,1,1,97056.19,0
1225,15537815,User1224,728,France,Male,44,0,62886.11,1,1,1,121484.58,0
1226,15564415,User1225,801,Spain,Male,24,5,125922.13,1,0,0,144111.35,1
1227,15778054,User1226,606,France,Female,49,1,49984.93,1,0,1,81952.85,0
1228,15648163,User1227,568,Spain,Female,28,6,77076.66,1,1,0,169945.69,0
1229,15922716,User1228,609,Spain,Female,47,6,49433.31,1,0,0,135084.93,0
1230,15818486,User1229,684,Germany,Male,23,9,55129.62,2,1,1,172051.7,0
1231,15576368,User1230,726,Germany,Female,34,7,144375.93,1,1,0,57389.82,0
1232,15851039,User1231,791,France,Female,50,6,94003.13,2,1,1,128289.23,0
1233,15984658,User1232,795,Germany,Male,30,3,110754.23,1,0,1,153041.32,0
1234,15939618,User1233,792,Germany,Male,39,0,66582.36,1,1,0,13811.34,1
1235,15616181,User1234,813,France,Female,34,9,118923.35,2,1,1,144987.96,0
1236,15838001,User1235,729,France,Male,18,1,193937.06,1,0,1,120174.56,1
1237,15617278,User1236,466,France,Male,42,1,97590.11,1,1,1,144784.78,1
1238,15515612,User1237,634,Germany,Female,43,0,63652.42,1,1,1,108442.05,1
1239,15885673,User1238,687,Germany,Female,27,8,48877.6,1,0,0,155816.95,0
1240,15922686,User1239,604,France,Male,44,1,119203.6,1,0,1,79533.92,0
1241,15771665,User1240,759,France,Male,31,2,56790.88,3,1,1,74752.94,1
1242,15957680,User1241,606,Spain,Female,28,0,34825.59,1,1,1,135018.25,0
1243,15952913,User1242,538,France,Male,39,8,85890.2,1,1,1,135212.88,1
1244,15809490,User1243,823,France,Male,32,3,170658.32,2,1,0,34723.4,0
1245,15518307,User1244,729,Spain,Female,61,6,26574.92,1,0,1,158467.04,0
1246,15778137,User1245,676,France,Female,23,6,92142.31,1,1,1,157173.57,0
1247,15841081,User1246,761,France,Male,46,6,19029.75,1,1,0,150019.47,0
1248,15713594,User1247,777,France,Male,48,8,78978.93,1,1,1,64720.18,0
1249,15584216,User1248,690,Germany,Male,19,8,160870.71,2,1,1,161326.99,0
1250,15596928,User1249,355,Germany,Male,21,4,139985.38,1,1,1,125192.36,0
1251,15856374,User1250,568,France,Female,44,2,80324.73,2,1,0,145082.38,0
1252,15821539,User1251,595,France,Male,34,1,119758.16,1,0,0,97557.21,0
1253,15836938,User1252,531,France,Female,42,1,109601.74,1,1,1,79221.91,0
1254,15971211,User1253,673,France,Female,50,9,60235.44,4,1,1,65885.08,1
1255,15848276,User1254,793,France,Male,35,3,33875.11,2,0,1,70373.88,0
1256,15678160,User1255,591,France,Female,28,9,42116.7,3,1,1,143623.34,0
1257,15725263,User1256,513,Germany,Female,18,6,233930.08,1,1,0,62647.43,1
1258,15852329,User1257,850,France,Female,41,9,39998.78,1,1,0,70215.63,0
1259,15594362,User1258,595,France,Male,29,6,154042.99,1,0,1,116027.24,0
1260,15528209,User1259,502,Germany,Female,42,0,74319.77,2,1,0,87326.21,0
1261,15944603,User1260,678,France,Female,41,7,124468.95,1,1,1,1000.0,0
1262,15549863,User1261,701,France,Male,25,5,114170.55,2,0,1,68249.72,0
1263,15859676,User1262,565,France,Male,56,2,72158.88,1,1,1,82540.64,0
1264,15537446,User1263,744,France,Male,49,6,226447.1,3,0,1,178105.35,0
1265,15797407,User1264,591,Germany,Male,47,1,43145.2,1,0,1,132353.42,0
1266,15751666,User1265,539,France,Male,27,5,110685.74,1,1,0,51666.44,0
1267,15854913,User1266,671,France,Female,34,8,68670.33,1,1,1,46690.52,0
1268,15602591,User1267,742,France,Male,33,1,61008.09,1,0,1,77976.6,0
1269,15839571,User1268,573,France,Female,34,5,106770.63,3,1,0,111028.29,1
1270,15586424,User1269,689,Germany,Male,27,9,43445.41,1,1,1,62276.57,0
1271,15946822,User1270,638,France,Female,43,7,51002.29,2,1,1,121139.64,1
1272,15720048,User1271,850,France,Male,41,5,194490.0,1,1,1,31973.8,0
1273,15767733,User1272,564,Spain,Male,42,0,16015.03,1,1,1,115988.79,0
1274,15684397,User1273,816,Germany,Male,33,0,47964.97,1,1,0,157714.87,0
1275,15536805,User1274,643,Germany,Male,51,1,37954.92,1,1,0,1000.0,0
1276,15787879,User1275,634,France,Female,40,3,47976.97,1,1,1,98631.19,0
1277,15812234,User1276,736,France,Male,18,5,153940.92,1,0,0,112309.95,1
1278,15680319,User1277,757,France,Female,32,7,120327.74,1,1,1,121800.18,0
1279,15801878,User1278,802,France,Female,38,7,94752.88,1,0,1,104882.44,0
1280,15536591,User1279,689,France,Male,48,2,119001.67,1,1,1,96831.96,0
1281,15967077,User1280,577,France,Male,35,3,203540.97,1,0,1,113734.61,0
1282,15879588,User1281,585,Germany,Male,36,7,45751.8,1,0,0,105333.49,1
1283,15911484,User1282,711,France,Male,32,7,53982.73,1,1,1,104406.94,0
1284,15578082,User1283,719,Germany,Female,45,2,120301.62,3,1,1,176294.05,0
1285,15652374,User1284,817,France,Female,34,2,80118.5,2,1,0,149647.74,0
1286,15954438,User1285,700,France,Female,32,4,56944.82,1,0,1,144743.8,0
1287,15870967,User1286,777,Spain,Male,31,3,61971.68,2,1,0,69413.41,1
1288,15682431,User1287,832,France,Female,44,2,21202.92,1,1,0,76505.73,0
1289,15668826,User1288,669,France,Male,33,4,64699.56,1,0,0,151177.94,0
1290,15849682,User1289,471,France,Male,22,1,81634.8,2,1,1,49278.74,0
1291,15517667,User1290,508,France,Female,45,0,66982.94,2,1,1,149339.86,1
1292,15786608,User1291,477,France,Female,31,8,52071.88,2,1,0,34856.32,0
1293,15601744,User1292,840,France,Female,42,5,178831.49,2,0,1,202867.02,0
1294,15541721,User1293,548,France,Female,42,3,83265.15,2,0,1,160035.84,0
1295,15524007,User1294,797,France,Male,51,4,218057.51,2,1,0,73493.89,0
1296,15832382,User1295,720,Germany,Female,49,7,84866.72,1,1,0,77693.15,1
1297,15632297,User1296,850,Germany,Male,33,4,62779.54,4,1,1,1260.47,0
1298,15874742,User1297,770,France,Male,37,8,112916.02,1,1,0,97615.98,0
1299,15676991,User1298,637,France,Female,26,8,68074.9,1,0,1,157574.67,0
1300,15817260,User1299,625,Germany,Female,55,2,82168.78,2,1,0,129508.01,0
1301,15609647,User1300,660,Germany,Female,43,6,86860.89,1,0,1,87437.98,1
1302,15930400,User1301,671,Germany,Female,52,0,1896.11,1,1,0,199047.3,1
1303,15941605,User1302,586,Germany,Male,35,4,113642.99,2,1,0,126772.16,1
1304,15946936,User1303,646,France,Male,18,5,97374.29,2,1,1,119958.98,1
1305,15690517,User1304,843,Spain,Female,54,9,3746.56,3,1,1,85655.79,0
1306,15960137,User1305,445,Germany,Male,39,2,101876.7,1,1,1,128189.25,1
1307,15614465,User1306,681,France,Male,40,7,90379.17,1,0,0,226681.41,0
1308,15644327,User1307,541,Germany,Male,39,8,97996.2,2,1,0,121789.82,0
1309,15554020,User1308,672,France,Male,45,4,75257.91,1,1,1,19422.59,0
1310,15754812,User1309,750,France,Male,44,1,77459.69,2,0,1,110570.31,0
1311,15854494,User1310,643,Germany,Female,23,5,121333.75,1,1,0,192521.95,0
1312,15989872,User1311,742,Spain,Male,49,7,196635.13,1,1,1,157592.61,1
1313,15584473,User1312,459,Germany,Male,33,4,47968.17,1,1,0,75093.45,0
1314,15884850,User1313,782,Spain,Male,34,0,55315.7,1,1,1,116902.11,0
1315,15536801,User1314,577,France,Female,56,6,98690.59,2,1,0,28721.96,0
1316,15712219,User1315,724,France,Male,48,2,77916.55,2,1,0,130939.58,0
1317,15831276,User1316,671,France,Female,35,6,72297.75,2,0,0,57584.19,0
1318,15895352,User1317,339,Spain,Male,20,1,110961.84,4,1,1,74319.44,1
1319,15868998,User1318,559,France,Male,40,6,141947.96,4,1,0,72564.87,1
1320,15740303,User1319,676,France,Male,44,8,61362.17,2,1,1,65407.72,1
1321,15722056,User1320,836,France,Female,38,0,104733.57,1,1,1,181979.93,0
1322,15874298,User1321,684,France,Female,26,5,108085.78,1,1,1,171437.45,0
1323,15767120,User1322,680,France,Male,31,7,20171.9,1,1,0,86117.01,0
1324,15892985,User1323,480,Spain,Female,26,6,139490.52,1,1,0,104655.82,1
1325,15802291,User1324,821,France,Male,41,5,138557.67,1,0,1,181469.82,0
1326,15858824,User1325,850,France,Female,47,0,203306.8,1,1,0,86123.67,0
1327,15720856,User1326,653,Germany,Male,49,3,122558.02,2,0,1,78453.76,1
1328,15651556,User1327,623,Spain,Female,31,3,104977.07,1,1,1,59006.47,0
1329,15860732,User1328,455,France,Female,41,3,114622.14,2,1,1,175417.23,0
1330,15679135,User1329,755,Germany,Male,44,8,121065.06,1,1,1,107934.35,0
1331,15964619,User1330,850,France,Male,33,0,8493.43,1,0,0,100437.74,0
1332,15751536,User1331,736,Germany,Female,37,6,91169.42,1,1,0,79573.92,1
1333,15886945,User1332,801,France,Male,60,5,55822.85,1,1,0,55940.59,0
1334,15949903,User1333,715,Germany,Male,41,7,98231.41,1,1,0,146077.92,0
1335,15967211,User1334,531,France,Female,47,3,57050.9,1,1,0,62540.21,0
1336,15845769,User1335,810,France,Female,34,5,204416.91,1,0,1,74726.65,0
1337,15812871,User1336,501,France,Female,39,5,147220.56,2,1,0,18631.02,0
1338,15976283,User1337,624,France,Male,21,2,72404.01,1,0,1,46699.47,0
1339,15707964,User1338,683,France,Female,38,0,148968.5,3,1,1,74948.86,1
1340,15514509,User1339,755,Germany,Male,50,9,101177.03,2,1,1,76158.43,0
1341,15766489,User1340,699,France,Male,59,8,72762.22,1,1,1,26567.94,0
1342,15929673,User1341,696,Germany,Male,50,2,58764.41,1,1,1,70057.93,0
1343,15525398,User1342,558,Germany,Male,45,4,55351.48,2,0,1,93073.14,0
1344,15512912,User1343,495,Germany,Female,39,1,118718.45,1,1,1,1000.0,0
1345,15886886,User1344,657,France,Male,33,0,162442.45,2,1,0,127821.04,0
1346,15824474,User1345,564,France,Female,37,6,70742.71,1,1,1,86289.81,0
1347,15616099,User1346,493,Germany,Female,45,5,85135.5,1,0,1,34605.57,1
1348,15882749,User1347,498,France,Female,31,0,163872.4,1,0,0,86327.73,0
1349,15721985,User1348,591,France,Female,48,9,110420.22,1,1,1,120911.12,0
1350,15907238,User1349,427,Spain,Male,29,7,170957.28,1,1,0,99239.71,1
1351,15646892,User1350,488,Germany,Female,21,1,79830.36,2,0,0,101514.33,1
1352,15984163,User1351,453,France,Male,28,7,31890.81,2,1,0,100027.53,0
1353,15714893,User1352,671,Germany,Male,22,7,37084.29,1,1,1,130897.65,0
1354,15671866,User1353,698,Spain,Female,25,3,21260.66,1,0,1,33678.05,0
1355,15835246,User1354,850,Germany,Male,50,7,131069.37,1,1,0,70942.59,1
1356,15535883,User1355,470,France,Male,36,5,135426.71,2,1,1,117929.58,0
1357,15958112,User1356,568,France,Male,41,4,69851.99,1,0,1,100687.04,0
1358,15695014,User1357,759,France,Female,50,4,37135.86,1,1,0,47983.22,0
1359,15606834,User1358,623,Germany,Male,51,4,123996.08,1,1,1,85668.51,1
1360,15756415,User1359,610,Germany,Male,33,0,66784.79,4,1,1,65561.8,0
1361,15983826,User1360,850,Germany,Female,52,3,79337.26,2,0,1,100312.8,0
1362,15521828,User1361,609,Spain,Female,42,0,70843.66,1,0,1,19101.13,1
1363,15581283,User1362,511,France,Male,39,3,56035.54,2,0,0,20798.42,0
1364,15955829,User1363,491,France,Female,43,3,151272.1,1,0,1,29464.17,0
1365,15930365,User1364,690,France,Female,24,8,45515.94,1,1,1,92716.8,0
1366,15939459,User1365,686,Spain,Male,31,0,102266.94,2,1,1,218725.47,0
1367,15752612,User1366,485,Spain,Female,37,4,173769.31,1,0,1,146673.62,0
1368,15689463,User1367,531,Germany,Male,45,1,9281.83,2,1,0,158342.96,0
1369,15530845,User1368,714,France,Female,35,8,106661.42,3,0,0,99660.3,0
1370,15730679,User1369,719,France,Female,37,3,120819.83,1,0,1,176142.43,0
1371,15685885,User1370,572,France,Male,48,4,75893.11,2,0,1,116337.8,1
1372,15782696,User1371,724,Germany,Male,53,6,139193.24,2,1,0,102378.52,0
1373,15526652,User1372,718,Spain,Male,46,7,52667.16,1,1,0,151606.85,1
1374,15758893,User1373,436,Germany,Female,51,5,0.0,1,0,1,40335.89,0
1375,15891222,User1374,612,France,Female,34,8,200522.38,1,0,1,1000.0,1
1376,15963172,User1375,699,Germany,Female,35,1,95040.73,1,0,0,41465.37,0
1377,15578512,User1376,581,France,Female,42,5,110166.05,1,1,1,167116.69,0
1378,15772073,User1377,393,France,Female,35,7,200495.26,1,1,0,142507.71,0
1379,15864292,User1378,616,France,Female,33,4,105280.38,1,1,1,108149.92,0
1380,15527117,User1379,740,France,Male,55,7,118724.7,1,1,0,87553.98,1
1381,15725974,User1380,839,Spain,Female,36,8,115326.94,1,1,1,90732.33,0
1382,15612823,User1381,387,France,Female,29,6,157787.4,2,0,0,117837.58,1
1383,15616002,User1382,850,Germany,Male,43,9,82517.75,2,1,1,57258.51,0
1384,15663994,User1383,514,France,Male,57,6,207228.14,2,1,0,136368.12,1
1385,15690454,User1384,764,Spain,Male,39,3,105437.2,2,1,0,51930.57,0
1386,15682624,User1385,798,France,Male,51,2,91223.14,2,1,0,164103.21,0
1387,15743626,User1386,767,France,Female,34,3,137427.75,1,1,1,82664.58,0
1388,15814114,User1387,667,Spain,Male,34,8,146772.18,1,1,0,54250.08,0
1389,15989929,User1388,510,Germany,Male,32,9,132145.92,1,0,1,85049.11,0
1390,15685149,User1389,725,France,Male,37,5,121302.91,2,1,1,54015.14,0
1391,15885106,User1390,564,France,Female,57,9,182774.32,1,1,1,92453.83,1
1392,15583568,User1391,347,France,Male,27,1,119881.77,1,1,1,11446.48,0
1393,15586750,User1392,850,France,Male,55,4,194886.97,1,1,0,75048.84,1
1394,15816939,User1393,734,Germany,Male,28,6,111859.78,3,1,0,102536.19,0
1395,15961020,User1394,850,France,Male,36,1,124091.74,2,0,1,117498.77,0
1396,15568071,User1395,540,France,Female,47,6,139791.1,1,0,1,79987.27,0
1397,15859741,User1396,826,France,Male,45,2,83236.81,2,1,0,157540.21,1
1398,15787330,User1397,840,France,Male,41,5,39393.03,1,1,1,16830.43,0
1399,15708325,User1398,836,Germany,Male,22,3,69992.65,1,1,0,88227.9,0
1400,15657355,User1399,647,France,Female,42,4,75151.26,1,1,0,75265.38,1
1401,15986176,User1400,505,France,Male,28,3,38318.14,3,1,0,98393.39,1
1402,15950712,User1401,628,Germany,Female,64,7,92677.52,1,1,1,86025.99,0
1403,15600074,User1402,385,France,Male,36,9,110937.46,2,1,1,165863.18,1
1404,15962281,User1403,445,France,Female,40,7,83293.13,1,1,0,98573.6,0
1405,15559228,User1404,661,France,Male,27,3,11777.11,1,1,0,53773.06,1
1406,15687440,User1405,531,France,Male,34,5,100770.54,1,1,0,219595.21,1
1407,15602009,User1406,630,Germany,Female,26,0,169934.7,1,1,0,100628.21,1
1408,15594666,User1407,636,Spain,Female,48,0,144576.06,1,0,1,90920.94,0
1409,15899029,User1408,850,Germany,Female,36,5,190311.24,1,0,1,141717.79,0
1410,15894826,User1409,805,France,Male,44,2,127612.51,2,1,1,69751.25,0
1411,15950515,User1410,644,Spain,Female,32,9,122099.77,1,1,1,87768.77,0
